43155,1
44865,1
46206,1
46908,1
48314,1
48810,1
49216,1
49231,1
49839,1
50225,1
50388,1
50485,1
50685,1
50989,1
51189,1
51239,1
51454,1
51462,1
51587,1
51620,1
51700,1
51740,1
52076,1
52173,1
52581,1
52616,1
52678,1
52951,1
53094,1
53217,1
53226,1
53489,1
53707,1
53955,1
54032,1
54339,1
54435,1
54489,1
54666,1
54743,1
55293,1
55328,1
55674,1
55872,1
55970,1
56006,1
56115,1
56150,1
56482,1
56485,1
56854,1
56960,1
57285,1
57403,1
57479,1
57482,1
57505,1
57708,1
58021,1
58173,1
58528,1
58684,1
58855,1
59326,1
59651,1
59853,1
59932,1
60435,1
61218,1
61366,1
61580,1
62223,1
62281,1
62538,1
62997,1
63189,1
63245,1
63499,1
63809,1
63994,1
64198,1
64230,1
64469,1
64476,1
64805,1
64875,1
65210,1
65345,1
65348,1
66113,1
66461,1
66465,1
66800,1
67134,1
67395,1
67696,1
67960,1
68375,1
69470,1
69475,1
69548,1
69823,1
70628,1
70881,1
71375,1
72593,1
72826,1
73626,1
74691,1
74838,1
75496,1
75562,1
75616,1
76929,1
78214,1
78939,1
79222,1
79990,1
80775,1
85880,1
