417,1
663,1
744,1
749,1
913,1
1121,1
1200,1
1270,1
1412,1
1479,1
1482,1
1601,1
1749,1
1796,1
1871,1
1898,1
2022,1
2134,1
2274,1
2308,1
2397,1
2511,1
2826,1
2839,1
2856,1
2980,1
3677,1
3683,1
3906,1
3937,1
3947,1
4238,1
4380,1
4455,1
4807,1
5171,1
5172,1
5473,1
5555,1
5943,1
6104,1
6470,1
6551,1
7228,1
7672,1
7894,1
8521,1
8750,1
9539,1
9621,1
10150,1
10530,1
10692,1
10704,1
10733,1
12153,1
12395,1
12580,1
12694,1
12801,1
12814,1
13056,1
15107,1
15140,1
15465,1
16896,1
17263,1
20523,1
20556,1
20866,1
21562,1
23391,1
25981,1
26100,1
27870,1
28354,1
29078,1
29344,1
33353,1
33461,1
50743,1
58190,1
78593,1
