46,1
1015,1
1148,1
1183,1
1273,1
1396,1
1403,1
1600,1
1773,1
1789,1
1889,1
1920,1
1932,1
1936,1
1946,1
2015,1
2106,1
2274,1
2385,1
2484,1
2512,1
2555,1
2697,1
3001,1
3133,1
3331,1
3332,1
3366,1
3392,1
3491,1
3648,1
3744,1
3777,1
3813,1
3884,1
3910,1
4104,1
4105,1
4115,1
4118,1
4182,1
4192,1
4260,1
4314,1
4400,1
4503,1
4523,1
4616,1
4621,1
4640,1
4663,1
5249,1
5446,1
5608,1
6549,1
7109,1
7239,1
7459,1
7467,1
7495,1
7647,1
7655,1
7726,1
7912,1
8024,1
8346,1
8450,1
8494,1
9087,1
9120,1
9243,1
9469,1
9547,1
9635,1
9803,1
9867,1
9920,1
10344,1
10461,1
10667,1
10831,1
11033,1
11155,1
11197,1
11624,1
11732,1
12023,1
12379,1
12478,1
12621,1
12789,1
13025,1
13041,1
13050,1
13293,1
13316,1
13339,1
13438,1
13710,1
13729,1
13914,1
14761,1
14804,1
14973,1
14982,1
15026,1
15251,1
15400,1
15618,1
15775,1
15954,1
16068,1
17315,1
18981,1
19128,1
19555,1
19924,1
20524,1
21661,1
23097,1
23235,1
24049,1
24307,1
26164,1
26588,1
26602,1
26925,1
27073,1
27783,1
30403,1
32934,1
34639,1
34997,1
39305,1
41950,1
44360,1
44434,1
44975,1
48860,1
49288,1
51109,1
53338,1
54589,1
59225,1
61803,1
62307,1
62732,1
69688,1
76788,1
76993,1
80480,1
85014,1
86329,1
87232,1
91211,1
91616,1
108373,1
109166,1
123179,1
131168,1
132179,1
133252,1
138561,1
140645,1
142595,1
147919,1
149426,1
177954,1
190253,1
191662,1
205524,1
207100,1
211317,1
273273,1
